name,distance,moving_time,start_date_local,total_elevation_gain,type,average_heartrate,max_heartrate,average_speed,max_speed,date,hour,weekday,week,month,year,distance_km,moving_time_min,pace,pace_zone,time_of_day
Morning Walk,1218.9,1361,2024-04-01 10:32:28+00:00,48.5,Walk,92.3,126.0,0.896,2.63,2024-04-01,10,Monday,14,4,2024,1.2189,22.683333333333334,18.6096753903793,🚶 Recovery (> 6:30),🌅 Morning
Evening Run,5160.0,1574,2024-03-31 20:24:03+00:00,0.0,Run,131.5,155.0,3.278,4.33,2024-03-31,20,Sunday,13,3,2024,5.16,26.233333333333334,5.083979328165375,⚡ Tempo (4:30-5:30),🌙 Evening
Afternoon Swim,100.0,133,2024-03-31 15:03:56+00:00,0.0,Swim,,,0.752,0.171,2024-03-31,15,Sunday,13,3,2024,0.1,2.216666666666667,22.166666666666668,🚶 Recovery (> 6:30),☀️ Afternoon
Morning Run,21127.6,6353,2024-03-30 09:00:57+00:00,11.4,Run,177.8,195.0,3.326,5.186,2024-03-30,9,Saturday,13,3,2024,21.127599999999997,105.88333333333334,5.011611983061652,⚡ Tempo (4:30-5:30),🌅 Morning
Evening Run,2003.2,495,2024-03-26 20:40:15+00:00,60.8,Run,150.5,166.0,4.047,5.162,2024-03-26,20,Tuesday,13,3,2024,2.0032,8.25,4.11841054313099,🔥 Speed (< 4:30),🌙 Evening
Evening Run,2494.9,878,2024-03-26 19:58:10+00:00,78.6,Run,130.6,143.0,2.842,3.4,2024-03-26,19,Tuesday,13,3,2024,2.4949,14.633333333333333,5.8652985423597475,🏃 Easy (5:30-6:30),🌙 Evening
Morning Run,7129.2,2236,2024-03-24 09:40:01+00:00,206.7,Run,163.3,187.0,3.188,7.42,2024-03-24,9,Sunday,12,3,2024,7.1292,37.266666666666666,5.227327984439582,⚡ Tempo (4:30-5:30),🌅 Morning
Morning Run,2676.7,965,2024-03-24 09:19:34+00:00,74.6,Run,129.5,143.0,2.774,3.222,2024-03-24,9,Sunday,12,3,2024,2.6767,16.083333333333332,6.0086424826589955,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,5001.4,1799,2024-03-23 20:06:34+00:00,3.8,Run,134.6,146.0,2.78,6.626,2024-03-23,20,Saturday,12,3,2024,5.001399999999999,29.983333333333334,5.994988070007065,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,449.4,192,2024-03-23 19:53:02+00:00,0.0,Run,126.4,142.0,2.341,4.848,2024-03-23,19,Saturday,12,3,2024,0.44939999999999997,3.2,7.120605251446374,🚶 Recovery (> 6:30),🌙 Evening
Evening Run,7351.1,2542,2024-03-19 19:50:15+00:00,218.3,Run,142.0,155.0,2.892,5.284,2024-03-19,19,Tuesday,12,3,2024,7.351100000000001,42.36666666666667,5.763309799440446,🏃 Easy (5:30-6:30),🌙 Evening
Morning Run,42471.8,13930,2024-03-17 08:12:06+00:00,101.9,Run,166.0,184.0,3.049,6.818,2024-03-17,8,Sunday,11,3,2024,42.4718,232.16666666666666,5.4663721967674235,⚡ Tempo (4:30-5:30),🌅 Morning
Morning Run,7719.9,2552,2024-03-16 07:11:36+00:00,213.3,Run,137.0,151.0,3.025,5.964,2024-03-16,7,Saturday,11,3,2024,7.7199,42.53333333333333,5.5095705039357155,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,9999.5,3262,2024-03-12 19:56:22+00:00,28.2,Run,150.2,167.0,3.065,5.078,2024-03-12,19,Tuesday,11,3,2024,9.9995,54.36666666666667,5.436938513592347,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,5142.1,1865,2024-03-10 20:02:11+00:00,3.7,Run,137.3,154.0,2.757,3.798,2024-03-10,20,Sunday,10,3,2024,5.1421,31.083333333333332,6.044871420885111,🏃 Easy (5:30-6:30),🌙 Evening
Morning Run,934.9,348,2024-03-09 08:15:49+00:00,25.2,Run,156.8,170.0,2.686,3.228,2024-03-09,8,Saturday,10,3,2024,0.9349,5.8,6.203872071879346,🏃 Easy (5:30-6:30),🌅 Morning
Morning Run,5050.9,1315,2024-03-09 07:50:14+00:00,132.3,Run,162.6,181.0,3.841,5.394,2024-03-09,7,Saturday,10,3,2024,5.0508999999999995,21.916666666666668,4.33916067763501,🔥 Speed (< 4:30),🌅 Morning
Morning Run,3364.7,1083,2024-03-09 07:14:16+00:00,93.6,Run,141.3,158.0,3.107,3.922,2024-03-09,7,Saturday,10,3,2024,3.3647,18.05,5.364519868041728,⚡ Tempo (4:30-5:30),🌅 Morning
Evening Run,30005.8,10148,2024-03-05 18:41:20+00:00,100.6,Run,154.1,176.0,2.957,4.72,2024-03-05,18,Tuesday,10,3,2024,30.0058,169.13333333333333,5.636688018094279,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5502.5,1750,2024-03-04 19:57:21+00:00,6.1,Run,154.2,178.0,3.144,4.948,2024-03-04,19,Monday,10,3,2024,5.5025,29.166666666666668,5.300620929880357,⚡ Tempo (4:30-5:30),🌙 Evening
Morning Run,908.4,321,2024-03-02 08:31:14+00:00,24.0,Run,140.9,154.0,2.83,3.278,2024-03-02,8,Saturday,9,3,2024,0.9084,5.35,5.889476001761338,🏃 Easy (5:30-6:30),🌅 Morning
Morning Run,3643.8,1041,2024-03-02 08:11:17+00:00,93.5,Run,173.8,197.0,3.5,5.102,2024-03-02,8,Saturday,9,3,2024,3.6438,17.35,4.761512706515177,⚡ Tempo (4:30-5:30),🌅 Morning
Morning Run,7218.5,2406,2024-03-02 07:23:04+00:00,195.5,Run,142.1,176.0,3.0,4.93,2024-03-02,7,Saturday,9,3,2024,7.2185,40.1,5.555170741843874,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,21132.8,7205,2024-02-27 18:48:55+00:00,651.2,Run,161.5,185.0,2.933,3.502,2024-02-27,18,Tuesday,9,2,2024,21.1328,120.08333333333333,5.682320058550373,🏃 Easy (5:30-6:30),🌙 Evening
Morning Run,10025.4,3163,2024-02-24 07:18:46+00:00,28.5,Run,160.2,177.0,3.17,4.554,2024-02-24,7,Saturday,8,2,2024,10.0254,52.71666666666667,5.258310557849729,⚡ Tempo (4:30-5:30),🌅 Morning
Evening Run,10249.9,3188,2024-02-13 19:58:52+00:00,314.5,Run,154.2,182.0,3.215,6.774,2024-02-13,19,Tuesday,7,2,2024,10.2499,53.13333333333333,5.183790410963359,⚡ Tempo (4:30-5:30),🌙 Evening
Afternoon Run,25713.9,8756,2024-02-11 14:25:50+00:00,65.6,Run,147.2,170.0,2.937,5.616,2024-02-11,14,Sunday,6,2,2024,25.713900000000002,145.93333333333334,5.675270314239898,🏃 Easy (5:30-6:30),☀️ Afternoon
Morning Run,25729.3,9164,2024-02-09 07:19:34+00:00,503.0,Run,144.4,174.0,2.808,5.302,2024-02-09,7,Friday,6,2,2024,25.7293,152.73333333333332,5.936163569678667,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,835.5,265,2024-02-06 20:55:19+00:00,13.0,Run,150.4,167.0,3.153,4.61,2024-02-06,20,Tuesday,6,2,2024,0.8355,4.416666666666667,5.286255735088769,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,9508.6,3006,2024-02-06 20:03:13+00:00,296.5,Run,158.9,179.0,3.163,4.918,2024-02-06,20,Tuesday,6,2,2024,9.5086,50.1,5.268914456386851,⚡ Tempo (4:30-5:30),🌙 Evening
Morning Run,732.1,315,2024-02-03 08:39:28+00:00,16.4,Run,149.5,161.0,2.324,3.01,2024-02-03,8,Saturday,5,2,2024,0.7321,5.25,7.171151482037973,🚶 Recovery (> 6:30),🌅 Morning
Morning Run,10354.3,3046,2024-02-03 07:39:53+00:00,292.3,Run,159.3,180.0,3.399,5.838,2024-02-03,7,Saturday,5,2,2024,10.354299999999999,50.766666666666666,4.902954972008409,⚡ Tempo (4:30-5:30),🌅 Morning
Morning Run,2788.4,1013,2024-02-03 07:13:08+00:00,74.5,Run,126.0,145.0,2.753,3.488,2024-02-03,7,Saturday,5,2,2024,2.7884,16.883333333333333,6.054846267871659,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,822.1,300,2024-01-30 20:54:00+00:00,25.4,Run,141.8,148.0,2.74,3.442,2024-01-30,20,Tuesday,5,1,2024,0.8221,5.0,6.08198515995621,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,2013.7,503,2024-01-30 20:43:50+00:00,61.7,Run,167.7,180.0,4.003,4.732,2024-01-30,20,Tuesday,5,1,2024,2.0137,8.383333333333333,4.163149095363427,🔥 Speed (< 4:30),🌙 Evening
Evening Run,7411.9,2319,2024-01-30 19:56:58+00:00,231.7,Run,153.2,171.0,3.196,4.536,2024-01-30,19,Tuesday,5,1,2024,7.411899999999999,38.65,5.214587352770545,⚡ Tempo (4:30-5:30),🌙 Evening
Morning Run,12337.3,3811,2024-01-27 07:52:43+00:00,350.6,Run,156.4,171.0,3.237,5.84,2024-01-27,7,Saturday,4,1,2024,12.337299999999999,63.516666666666666,5.148344181195778,⚡ Tempo (4:30-5:30),🌅 Morning
Morning Run,3008.8,1009,2024-01-27 07:25:01+00:00,81.3,Run,150.7,172.0,2.982,4.082,2024-01-27,7,Saturday,4,1,2024,3.0088000000000004,16.816666666666666,5.58916068421519,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,15103.1,4942,2024-01-23 19:59:08+00:00,42.8,Run,153.4,171.0,3.056,4.042,2024-01-23,19,Tuesday,4,1,2024,15.1031,82.36666666666666,5.45362651817618,⚡ Tempo (4:30-5:30),🌙 Evening
Morning Run,1580.8,528,2024-01-20 08:36:37+00:00,39.6,Run,148.1,163.0,2.994,5.172,2024-01-20,8,Saturday,3,1,2024,1.5808,8.8,5.566801619433199,🏃 Easy (5:30-6:30),🌅 Morning
Morning Run,14051.8,4317,2024-01-20 07:21:19+00:00,388.1,Run,166.4,193.0,3.255,4.382,2024-01-20,7,Saturday,3,1,2024,14.0518,71.95,5.120340454603681,⚡ Tempo (4:30-5:30),🌅 Morning
Evening Run,6197.4,2021,2024-01-18 19:53:45+00:00,88.6,Run,162.1,178.0,3.067,5.5,2024-01-18,19,Thursday,3,1,2024,6.1974,33.68333333333333,5.435074923892815,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,5626.1,1878,2024-01-18 19:14:45+00:00,79.0,Run,150.4,174.0,2.996,4.46,2024-01-18,19,Thursday,3,1,2024,5.6261,31.3,5.563356499173495,🏃 Easy (5:30-6:30),🌙 Evening
Afternoon Run,7512.9,2650,2024-01-13 16:15:12+00:00,21.4,Run,152.7,172.0,2.835,5.068,2024-01-13,16,Saturday,2,1,2024,7.512899999999999,44.166666666666664,5.878777391775036,🏃 Easy (5:30-6:30),☀️ Afternoon
Afternoon Run,9997.3,3654,2024-01-13 15:13:26+00:00,28.5,Run,142.6,153.0,2.736,3.642,2024-01-13,15,Saturday,2,1,2024,9.9973,60.9,6.091644744080902,🏃 Easy (5:30-6:30),☀️ Afternoon
Evening Run,742.8,303,2024-01-06 18:50:02+00:00,0.0,Run,159.9,178.0,2.451,4.266,2024-01-06,18,Saturday,1,1,2024,0.7427999999999999,5.05,6.798599892299408,🚶 Recovery (> 6:30),🌙 Evening
Afternoon Run,16162.1,5763,2024-01-06 17:13:00+00:00,36.5,Run,151.9,171.0,2.804,5.124,2024-01-06,17,Saturday,1,1,2024,16.1621,96.05,5.942915833957221,🏃 Easy (5:30-6:30),☀️ Afternoon
Afternoon Run,204.7,94,2024-01-01 15:37:34+00:00,0.0,Run,131.3,137.0,2.178,2.808,2024-01-01,15,Monday,1,1,2024,0.2047,1.5666666666666667,7.653476632470282,🚶 Recovery (> 6:30),☀️ Afternoon
Afternoon Run,9556.1,3414,2024-01-01 14:36:47+00:00,32.5,Run,,,2.799,10.702,2024-01-01,14,Monday,1,1,2024,9.5561,56.9,5.954311905484454,🏃 Easy (5:30-6:30),☀️ Afternoon
Afternoon Run,10008.5,3410,2024-01-01 14:28:11+00:00,18.4,Run,157.6,189.0,2.935,6.964,2024-01-01,14,Monday,1,1,2024,10.0085,56.833333333333336,5.678506602721021,🏃 Easy (5:30-6:30),☀️ Afternoon
Evening Run,6006.0,1881,2023-12-13 19:54:24+00:00,13.2,Run,152.1,174.0,3.193,6.154,2023-12-13,19,Wednesday,50,12,2023,6.006,31.35,5.21978021978022,⚡ Tempo (4:30-5:30),🌙 Evening
Night Run,3845.6,1334,2023-12-08 21:34:07+00:00,31.6,Run,147.4,169.0,2.883,4.136,2023-12-08,21,Friday,49,12,2023,3.8456,22.233333333333334,5.781499202551834,🏃 Easy (5:30-6:30),🌙 Evening
Night Run,60.4,21,2023-12-08 21:33:05+00:00,0.0,Run,99.8,116.0,2.874,3.218,2023-12-08,21,Friday,49,12,2023,0.060399999999999995,0.35,5.794701986754967,🏃 Easy (5:30-6:30),🌙 Evening
Afternoon Run,10005.0,3461,2023-12-03 17:54:17+00:00,38.2,Run,155.4,176.0,2.891,5.492,2023-12-03,17,Sunday,48,12,2023,10.005,57.68333333333333,5.765450608029318,🏃 Easy (5:30-6:30),☀️ Afternoon
Evening Run,502.5,172,2023-11-28 20:59:22+00:00,18.3,Run,137.8,157.0,2.922,5.264,2023-11-28,20,Tuesday,48,11,2023,0.5025,2.8666666666666667,5.70480928689884,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,9031.9,3033,2023-11-28 20:02:02+00:00,10.4,Run,150.5,169.0,2.978,6.238,2023-11-28,20,Tuesday,48,11,2023,9.0319,50.55,5.5968290171503225,🏃 Easy (5:30-6:30),🌙 Evening
Night Run,463.3,121,2023-11-21 21:41:00+00:00,0.0,Run,170.9,184.0,3.829,6.758,2023-11-21,21,Tuesday,47,11,2023,0.4633,2.0166666666666666,4.352831138930858,🔥 Speed (< 4:30),🌙 Evening
Night Run,5009.4,1530,2023-11-21 21:08:17+00:00,6.3,Run,152.4,182.0,3.274,5.594,2023-11-21,21,Tuesday,47,11,2023,5.009399999999999,25.5,5.090429991615763,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,9146.3,3039,2023-11-19 19:56:07+00:00,36.8,Run,143.8,176.0,3.01,6.282,2023-11-19,19,Sunday,46,11,2023,9.1463,50.65,5.537758437838251,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5421.5,1925,2023-11-14 20:54:16+00:00,6.3,Run,150.8,170.0,2.816,6.33,2023-11-14,20,Tuesday,46,11,2023,5.4215,32.083333333333336,5.917796427802884,🏃 Easy (5:30-6:30),🌙 Evening
Morning Run,42418.9,14244,2023-11-05 08:07:14+00:00,211.8,Run,169.3,201.0,2.978,11.792,2023-11-05,8,Sunday,44,11,2023,42.4189,237.4,5.596561909903369,🏃 Easy (5:30-6:30),🌅 Morning
Morning Run,6767.8,2431,2023-11-04 07:12:48+00:00,185.4,Run,137.3,162.0,2.784,4.412,2023-11-04,7,Saturday,44,11,2023,6.7678,40.516666666666666,5.9866820335510305,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,10721.9,3603,2023-10-31 19:49:49+00:00,165.2,Run,149.0,181.0,2.976,4.206,2023-10-31,19,Tuesday,44,10,2023,10.7219,60.05,5.600686445499398,🏃 Easy (5:30-6:30),🌙 Evening
Morning Run,887.5,315,2023-10-28 08:31:45+00:00,22.2,Run,144.4,161.0,2.817,3.284,2023-10-28,8,Saturday,43,10,2023,0.8875,5.25,5.915492957746479,🏃 Easy (5:30-6:30),🌅 Morning
Morning Run,5053.7,1343,2023-10-28 08:03:42+00:00,147.5,Run,152.6,176.0,3.763,5.084,2023-10-28,8,Saturday,43,10,2023,5.0537,22.383333333333333,4.429098152508723,🔥 Speed (< 4:30),🌅 Morning
Morning Run,2252.3,765,2023-10-28 07:26:01+00:00,61.9,Run,129.5,151.0,2.944,3.518,2023-10-28,7,Saturday,43,10,2023,2.2523,12.75,5.660879989344226,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,13681.8,4568,2023-10-24 19:43:13+00:00,258.7,Run,152.5,174.0,2.995,4.906,2023-10-24,19,Tuesday,43,10,2023,13.681799999999999,76.13333333333334,5.564569963991094,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5503.7,1934,2023-10-23 20:53:04+00:00,6.3,Run,142.7,164.0,2.846,6.062,2023-10-23,20,Monday,43,10,2023,5.5037,32.233333333333334,5.856666121578817,🏃 Easy (5:30-6:30),🌙 Evening
Morning Run,2374.6,712,2023-10-21 07:43:44+00:00,62.0,Run,159.4,175.0,3.335,4.846,2023-10-21,7,Saturday,42,10,2023,2.3746,11.866666666666667,4.997332884134872,⚡ Tempo (4:30-5:30),🌅 Morning
Morning Run,3067.1,996,2023-10-21 07:08:55+00:00,77.5,Run,141.0,160.0,3.079,4.616,2023-10-21,7,Saturday,42,10,2023,3.0671,16.6,5.412278699748949,⚡ Tempo (4:30-5:30),🌅 Morning
Evening Run,16007.4,5619,2023-10-19 19:58:17+00:00,45.6,Run,156.1,177.0,2.849,4.06,2023-10-19,19,Thursday,42,10,2023,16.0074,93.65,5.8504191811287285,🏃 Easy (5:30-6:30),🌙 Evening
Morning Run,35166.7,11914,2023-10-14 07:10:55+00:00,99.6,Run,162.5,200.0,2.952,4.35,2023-10-14,7,Saturday,41,10,2023,35.1667,198.56666666666666,5.646440145554364,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,16009.3,4917,2023-10-11 19:10:43+00:00,14.7,Run,159.7,173.0,3.256,5.864,2023-10-11,19,Wednesday,41,10,2023,16.0093,81.95,5.118899639584492,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,4843.0,1814,2023-10-08 19:50:09+00:00,6.8,Run,143.5,171.0,2.67,4.036,2023-10-08,19,Sunday,40,10,2023,4.843,30.233333333333334,6.242687039713676,🏃 Easy (5:30-6:30),🌙 Evening
Morning Run,918.1,348,2023-10-07 08:34:19+00:00,23.7,Run,152.8,163.0,2.638,3.294,2023-10-07,8,Saturday,40,10,2023,0.9181,5.8,6.3173946193225134,🏃 Easy (5:30-6:30),🌅 Morning
Morning Run,9427.8,2929,2023-10-07 07:44:36+00:00,275.5,Run,158.6,178.0,3.219,6.474,2023-10-07,7,Saturday,40,10,2023,9.4278,48.81666666666667,5.177948902890035,⚡ Tempo (4:30-5:30),🌅 Morning
Morning Run,3500.3,1218,2023-10-07 07:10:58+00:00,97.1,Run,134.1,149.0,2.874,3.644,2023-10-07,7,Saturday,40,10,2023,3.5003,20.3,5.79950289975145,🏃 Easy (5:30-6:30),🌅 Morning
Morning Run,914.6,372,2023-10-03 09:18:27+00:00,0.0,Run,120.2,138.0,2.458,7.972,2023-10-03,9,Tuesday,40,10,2023,0.9146,6.2,6.778919746337197,🚶 Recovery (> 6:30),🌅 Morning
Morning Run,16009.1,5262,2023-10-03 07:42:45+00:00,47.9,Run,153.7,177.0,3.042,7.29,2023-10-03,7,Tuesday,40,10,2023,16.0091,87.7,5.478134311110556,⚡ Tempo (4:30-5:30),🌅 Morning
Morning Weight Training,0.0,415,2023-10-01 08:51:19+00:00,0.0,WeightTraining,107.8,125.0,0.0,0.0,2023-10-01,8,Sunday,39,10,2023,0.0,6.916666666666667,0.0,Unknown,🌅 Morning
Morning Run,20007.5,6368,2023-10-01 06:16:42+00:00,573.6,Run,156.7,185.0,3.142,4.934,2023-10-01,6,Sunday,39,10,2023,20.0075,106.13333333333334,5.304677412636928,⚡ Tempo (4:30-5:30),🌅 Morning
Night Run,5098.4,1657,2023-09-28 21:07:53+00:00,7.3,Run,135.9,153.0,3.077,4.558,2023-09-28,21,Thursday,39,9,2023,5.0984,27.616666666666667,5.41673204665516,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,10000.0,3665,2023-09-26 19:40:57+00:00,307.1,Run,139.2,158.0,2.729,6.3,2023-09-26,19,Tuesday,39,9,2023,10.0,61.083333333333336,6.108333333333333,🏃 Easy (5:30-6:30),🌙 Evening
2023 NB Run Your Way PACER 60min,10003.2,3557,2023-09-24 08:04:37+00:00,38.8,Run,,,2.812,3.522,2023-09-24,8,Sunday,38,9,2023,10.003200000000001,59.28333333333333,5.9264368735338016,🏃 Easy (5:30-6:30),🌅 Morning
Morning Run,32539.7,11235,2023-09-23 07:21:32+00:00,96.1,Run,,,2.896,4.934,2023-09-23,7,Saturday,38,9,2023,32.5397,187.25,5.754509107336576,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,16008.9,5132,2023-09-19 19:44:54+00:00,57.0,Run,162.2,195.0,3.119,4.61,2023-09-19,19,Tuesday,38,9,2023,16.0089,85.53333333333333,5.3428613666981075,⚡ Tempo (4:30-5:30),🌙 Evening
Morning Run,9427.3,2971,2023-09-16 07:43:23+00:00,270.5,Run,162.9,181.0,3.173,6.006,2023-09-16,7,Saturday,37,9,2023,9.427299999999999,49.516666666666666,5.252475965193287,⚡ Tempo (4:30-5:30),🌅 Morning
Morning Run,2506.7,847,2023-09-16 07:13:00+00:00,65.0,Run,133.3,165.0,2.96,4.39,2023-09-16,7,Saturday,37,9,2023,2.5067,14.116666666666667,5.631574048217444,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,863.2,350,2023-09-14 19:39:30+00:00,14.7,Run,143.9,154.0,2.466,5.234,2023-09-14,19,Thursday,37,9,2023,0.8632000000000001,5.833333333333333,6.757800432499227,🚶 Recovery (> 6:30),🌙 Evening
Evening Run,10003.9,3127,2023-09-14 18:45:49+00:00,15.2,Run,153.7,176.0,3.199,7.048,2023-09-14,18,Thursday,37,9,2023,10.0039,52.11666666666667,5.209634909052136,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,25061.4,8635,2023-09-12 19:46:53+00:00,73.7,Run,154.1,181.0,2.902,5.392,2023-09-12,19,Tuesday,37,9,2023,25.061400000000003,143.91666666666666,5.742562932105415,🏃 Easy (5:30-6:30),🌙 Evening
Night Run,5009.1,1868,2023-09-11 21:07:51+00:00,8.5,Run,135.4,168.0,2.682,4.848,2023-09-11,21,Monday,37,9,2023,5.0091,31.133333333333333,6.215354721074311,🏃 Easy (5:30-6:30),🌙 Evening
Morning Run,436.9,175,2023-09-09 08:30:28+00:00,10.5,Run,158.1,171.0,2.497,3.016,2023-09-09,8,Saturday,36,9,2023,0.43689999999999996,2.9166666666666665,6.675822079804685,🚶 Recovery (> 6:30),🌅 Morning
Morning Run,5538.8,2552,2023-09-09 07:36:52+00:00,147.6,Run,166.3,202.0,2.17,6.082,2023-09-09,7,Saturday,36,9,2023,5.5388,42.53333333333333,7.679160347608386,🚶 Recovery (> 6:30),🌅 Morning
Evening Run,20099.2,7063,2023-09-06 19:38:58+00:00,59.1,Run,156.0,178.0,2.846,4.382,2023-09-06,19,Wednesday,36,9,2023,20.0992,117.71666666666667,5.8567836862495355,🏃 Easy (5:30-6:30),🌙 Evening
뉴발란스 훈련 2nd,15023.2,4857,2023-09-03 07:40:29+00:00,431.6,Run,159.8,181.0,3.093,4.974,2023-09-03,7,Sunday,35,9,2023,15.023200000000001,80.95,5.388332712071995,⚡ Tempo (4:30-5:30),🌅 Morning
Evening Run,13215.8,4117,2023-08-31 20:13:10+00:00,204.4,Run,160.6,179.0,3.21,4.398,2023-08-31,20,Thursday,35,8,2023,13.2158,68.61666666666666,5.1920176354565495,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,15024.5,4811,2023-08-28 19:32:00+00:00,451.3,Run,164.4,186.0,3.123,4.076,2023-08-28,19,Monday,35,8,2023,15.0245,80.18333333333334,5.33683871898122,⚡ Tempo (4:30-5:30),🌙 Evening
Night Run,2496.3,733,2023-08-27 21:28:24+00:00,3.0,Run,155.0,179.0,3.406,4.458,2023-08-27,21,Sunday,34,8,2023,2.4963,12.216666666666667,4.893909652953037,⚡ Tempo (4:30-5:30),🌙 Evening
Night Run,2589.7,868,2023-08-27 21:10:10+00:00,3.9,Run,145.1,158.0,2.984,5.72,2023-08-27,21,Sunday,34,8,2023,2.5896999999999997,14.466666666666667,5.58623263955928,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,1190.8,434,2023-08-27 20:51:01+00:00,0.0,Run,113.9,132.0,2.744,4.118,2023-08-27,20,Sunday,34,8,2023,1.1907999999999999,7.233333333333333,6.0743477774045465,🏃 Easy (5:30-6:30),🌙 Evening
Morning Run,556.3,235,2023-08-26 08:33:22+00:00,16.8,Run,149.7,157.0,2.367,3.012,2023-08-26,8,Saturday,34,8,2023,0.5562999999999999,3.9166666666666665,7.040565642039668,🚶 Recovery (> 6:30),🌅 Morning
뉴발란스 1st 3km TT,3018.5,812,2023-08-26 08:16:06+00:00,77.0,Run,173.6,192.0,3.717,4.882,2023-08-26,8,Saturday,34,8,2023,3.0185,13.533333333333333,4.4834630887306055,🔥 Speed (< 4:30),🌅 Morning
Morning Run,2403.6,878,2023-08-26 07:48:52+00:00,69.7,Run,147.3,165.0,2.738,4.336,2023-08-26,7,Saturday,34,8,2023,2.4036,14.633333333333333,6.088090087091585,🏃 Easy (5:30-6:30),🌅 Morning
Night Run,5137.8,1763,2023-08-21 21:04:13+00:00,6.9,Run,148.5,167.0,2.914,4.694,2023-08-21,21,Monday,34,8,2023,5.1378,29.383333333333333,5.719049658089713,🏃 Easy (5:30-6:30),🌙 Evening
Night Run,5021.0,1859,2023-08-16 21:07:54+00:00,6.5,Run,138.2,162.0,2.701,5.37,2023-08-16,21,Wednesday,33,8,2023,5.021,30.983333333333334,6.170749518688177,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,8150.4,2886,2023-08-15 20:15:06+00:00,52.7,Run,157.8,178.0,2.824,3.948,2023-08-15,20,Tuesday,33,8,2023,8.1504,48.1,5.90155084413035,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,207.4,73,2023-08-15 20:09:19+00:00,9.0,Run,131.1,140.0,2.841,3.582,2023-08-15,20,Tuesday,33,8,2023,0.2074,1.2166666666666666,5.86628093860495,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,1176.7,477,2023-08-15 19:56:08+00:00,6.6,Run,133.0,147.0,2.467,4.47,2023-08-15,19,Tuesday,33,8,2023,1.1767,7.95,6.756182544403841,🚶 Recovery (> 6:30),🌙 Evening
Morning Run,20038.8,7331,2023-08-13 07:06:54+00:00,382.4,Run,154.3,179.0,2.733,4.89,2023-08-13,7,Sunday,32,8,2023,20.0388,122.18333333333334,6.097337831273996,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,3231.6,926,2023-08-08 20:25:32+00:00,50.2,Run,163.1,191.0,3.49,4.914,2023-08-08,20,Tuesday,32,8,2023,3.2316,15.433333333333334,4.775756075421876,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,3008.3,1130,2023-08-08 20:05:06+00:00,44.2,Run,154.8,175.0,2.662,4.848,2023-08-08,20,Tuesday,32,8,2023,3.0083,18.833333333333332,6.2604571795809365,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,540.5,167,2023-08-08 19:57:45+00:00,8.6,Run,142.5,162.0,3.237,6.452,2023-08-08,19,Tuesday,32,8,2023,0.5405,2.783333333333333,5.149552883132902,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,2033.6,722,2023-08-08 19:43:18+00:00,29.0,Run,142.9,158.0,2.817,3.382,2023-08-08,19,Tuesday,32,8,2023,2.0336,12.033333333333333,5.917256753212694,🏃 Easy (5:30-6:30),🌙 Evening
Morning Run,15012.3,5707,2023-08-06 07:26:23+00:00,44.2,Run,159.4,188.0,2.631,4.192,2023-08-06,7,Sunday,31,8,2023,15.0123,95.11666666666666,6.3359156602696896,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,5006.7,1645,2023-08-04 20:04:35+00:00,3.9,Run,151.8,180.0,3.044,4.654,2023-08-04,20,Friday,31,8,2023,5.0066999999999995,27.416666666666668,5.475995499364186,⚡ Tempo (4:30-5:30),🌙 Evening
